country,year,Export,Import,ILO
JPN,2003,472006874038.0,383465329855.0,18558.721
JPN,2004,565761136640.0,455253886201.0,18039.636
JPN,2005,594940865790.0,515866387675.0,17869.758
JPN,2006,646725058608.0,579063944637.0,18011.995
JPN,2007,714327036486.0,622243336430.0,18002.263
JPN,2008,781412163342.0,762533921120.0,17601.252
JPN,2009,580718733734.0,551984750861.0,16427.434
JPN,2010,769773832480.0,694059159975.0,15977.994
JPN,2011,823183758647.0,855380474182.0,15558.833
JPN,2012,798620022574.0,886031094485.0,15841.113
JPN,2013,715097244251.0,833166060724.0,15868.078
JPN,2014,690217466341.0,812184751778.0,15942.387
JPN,2015,624873508116.0,625568420678.0,15853.275
JPN,2016,644932439497.0,606924046814.0,15845.51
JPN,2017,698131223694.097,671920666787.755,16046.34
JPN,2018,738195054863.86,748525278186.958,15742.423
JPN,2019,705671082765.821,721077406256.171,15762.287
JPN,2020,641282568357.232,635402321812.275,15503.838
JPN,2021,757066261248.971,772276197103.327,15346.013
JPN,2022,746672096581.525,898599893774.247,15409.052
KEN,2019,5836255973.92,17210001018.47,2808.509
KEN,2021,6751366221.034,19594117729.988,2162.805
KEN,2022,7371116494.654,21100881275.088,1987.936
KGZ,2010,1488400507.0,3222635177.0,470.702
KGZ,2011,1978932373.0,4260687274.0,476.527
KGZ,2012,1683236842.0,5373176213.0,495.096
KGZ,2013,1773228304.0,5983024298.0,456.408
KGZ,2014,1819460143.0,5681474037.0,470.108
KGZ,2015,1441467621.0,4068083799.0,489.952
KGZ,2016,1423028427.0,3844473299.0,521.806
KGZ,2017,1757463670.0,4487291617.0,574.62
KGZ,2018,1835179371.0,5291945776.0,586.731
KGZ,2019,1986109552.0,4988946048.0,649.376
KGZ,2020,1863531157.0,3386672664.0,605.725
KGZ,2021,2752163636.0,5580186463.0,676.9
KGZ,2022,2254702312.0,9802959420.0,675.489
KHM,2000,1389454739.0,1438774687.0,439.283
KHM,2001,1499274357.0,1506907504.0,649.406
KHM,2003,2118223935.0,1774692299.0,899.53
KHM,2007,3531236905.0,3554841166.0,1037.379
KHM,2008,4358188285.0,4416653317.0,1106.411
KHM,2009,4992009584.0,3905714341.0,1208.082
KHM,2010,5590104093.0,4902523729.0,1270.255
KHM,2011,6704136957.0,6143333188.0,1350.557
KHM,2012,5796273596.0,7466708038.0,1816.794
KHM,2013,6665903101.0,8231539701.0,1595.378
KHM,2014,6846019309.0,9702422207.0,2025.176
KHM,2015,8542433639.0,10668923431.0,2149.597
KHM,2016,10069331577.0,12371008437.0,2307.085
KHM,2017,11278127964.01,14283414116.2,2320.126
KHM,2019,14824722293.27,20278818286.0,2132.076
KHM,2020,17716469497.94,19114264457.57,2320.405
KHM,2021,16949623220.01,25202224152.68,2477.686
KIR,2015,10008709.438,110729035.85,5.074
KIR,2020,9271010.438,108947111.892,1.83
KOR,2000,172267495379.0,160479262799.0,5977.91
KOR,2001,150430885651.0,141097085957.0,5956.742
KOR,2002,162466097148.0,152124371610.0,6096.596
KOR,2003,193817313718.0,178825838249.0,6148.254
KOR,2004,253844608908.0,224460924213.0,6160.625
KOR,2005,284418167174.0,261235582842.0,6084.947
KOR,2006,325457247330.0,309379478872.0,6064.038
KOR,2007,371477103604.0,356841657966.0,6073.363
KOR,2008,422003479066.0,435270540291.0,6010.801
KOR,2009,363531063379.0,323081674754.0,5797.577
KOR,2010,466380619660.0,425208007078.0,6005.698
KOR,2011,555208897965.0,524405223775.0,6090.924
KOR,2012,547854447999.0,519575597289.0,6131.055
KOR,2013,559618558899.0,515572970448.0,6267.919
KOR,2014,573074773090.0,525556977998.0,6471.203
KOR,2015,526753006361.0,436486934609.0,6664.224
KOR,2016,495417715559.0,406181944067.0,6668.784
KOR,2017,573627368937.0,478469167573.0,6769.85
KOR,2018,604807317420.0,535183373387.0,6759.704
KOR,2019,542171769089.0,503262910727.0,6666.243
KOR,2020,512419287526.0,467590776025.0,6630.902
KOR,2021,644372936752.0,615072659909.0,6710.164
KOR,2022,683550925677.0,731361419922.0,6869.832
KOR,2023,631804230615.0,642549800743.0,6817.473
KOR,2024,683127018292.0,631727134467.0,6760.706
LAO,2010,1908744656.0,1836634470.0,250.856
LAO,2017,4909733654.96,5159709477.1,246.972
LAO,2022,9563892088.125,7615873839.624,251.771
LBN,2019,3731340090.67,19239178794.25,326.134
LBR,2017,194668613.0,1286607965.0,39.906
LCA,2017,141655244.437,663692157.611,12.615
LCA,2018,116813983.63,672941162.65,11.468
LCA,2019,97255260.21,623792718.07,11.837
LCA,2020,67424831.6,532913977.08,7.861
LKA,2009,7121490779.0,9431850987.0,1910.314
LKA,2010,8304051802.0,12353707838.0,1864.538
LKA,2011,10011281529.0,19696479835.0,1819.571
LKA,2012,9369784036.0,17884922005.0,5608.926
LKA,2013,10004878922.0,17930809142.0,1927.193
LKA,2014,11295485897.0,19244461188.0,1971.841
LKA,2015,10439729662.0,18967230642.0,2018.171
LKA,2016,10545893296.0,19500757049.0,2097.503
LKA,2017,11741036786.088,21316199950.271,2331.494
LKA,2019,11974156365.942,19474314226.007,2258.421
LKA,2020,10706858044.323,15607090046.609,2152.746
LKA,2021,13331248583.322,21501894170.163,2109.482
LKA,2022,13592124433.48,17559536533.469,2158.199
LSO,2008,709878822.032,722806686.288,151.849
LSO,2019,894907477.401,1589484996.016,221.854
LTU,2000,3809411151.0,5456480316.0,380.063
LTU,2001,4583049510.0,6353270703.0,365.697
LTU,2002,5475632489.0,7709298630.0,388.866
LTU,2003,7162369874.0,9803621823.0,401.093
LTU,2004,9302608608.0,12379187104.0,402.856
LTU,2005,11781752803.0,15510441646.0,416.848
LTU,2006,14135189599.0,19388387912.0,422.55
LTU,2007,17162395776.0,24445067457.0,443.426
LTU,2008,23769895309.0,31294662543.0,435.51
LTU,2009,16496339312.0,18340632878.0,353.714
LTU,2010,20813922632.0,23378047393.0,306.419
LTU,2011,28068648237.0,31801287866.0,307.859
LTU,2012,29652662128.0,32237640017.0,319.995
LTU,2013,32599742784.0,34813224764.0,329.982
LTU,2014,32394296287.0,35217366877.0,326.111
LTU,2015,25411022244.0,28176441602.0,334.702
LTU,2016,25022652473.8,27391399189.67,342.212
LTU,2017,29888104257.8,32246872649.46,340.513
LTU,2018,33334576736.83,36501414404.61,354.227
LTU,2019,33150771896.81,35759415639.48,354.249
LTU,2020,32790372365.0,33313760619.0,344.487
LTU,2021,40698383278.78,44476452628.43,359.308
LTU,2022,46501899036.0,55110147908.0,365.536
LTU,2023,42625691925.0,48418282581.0,371.925
LUX,2000,7876174863.0,10592383579.0,37.54
LUX,2001,8259975150.0,11187657219.0,39.588
LUX,2002,8592956315.0,11528844484.0,37.768
LUX,2003,9987082177.0,13646402935.0,35.979
LUX,2004,12167836185.0,16771715410.0,35.427
LUX,2005,12714922011.0,17585502503.0,33.437
LUX,2006,14183095734.0,19640455309.0,32.578
LUX,2007,16197286679.0,22288700591.0,34.317
LUX,2008,17380796716.0,25498095369.0,30.884
LUX,2009,12542132517.0,18770617979.0,28.25
LUX,2010,13911259203.0,20399987741.0,28.642
LUX,2011,16307879411.0,25971633904.0,29.384
LUX,2012,13726902677.0,24284889959.0,29.34
LUX,2013,13826005986.0,23934080172.0,28.391
LUX,2014,14790882956.0,23850012349.0,27.131
LUX,2015,12625702669.0,19296337662.0,29.514
LUX,2016,12838381070.0,19123618193.0,28.232
LUX,2017,11532881148.218,21081155304.775,25.013
LUX,2018,15148367371.381,23118820384.988,31.508
LUX,2019,14667446910.457,22673692574.437,28.187
LUX,2020,13506053445.568,20882683234.681,28.007
LUX,2021,16247126542.139,25537148234.7,28.659
LUX,2022,16766113323.445,26642753475.904,27.463
LUX,2023,16343853042.807,25214726111.744,27.55
LVA,2000,1486751176.04,2541534185.442,251.969
LVA,2001,1601115193.866,2805548324.377,245.17
LVA,2002,1895462153.968,3360036455.453,242.829
LVA,2003,2656681428.068,4810817136.298,258.236
LVA,2004,3805358822.653,6734913290.245,258.778
LVA,2005,5112684064.824,8615425220.662,257.44
LVA,2006,5883484787.528,11395514303.729,281.947
LVA,2007,7878617579.102,15171250893.519,302.394
LVA,2008,9268423118.537,15750540051.367,310.032
LVA,2009,7148939953.219,9346321657.962,221.09
LVA,2010,8850801231.0,11143287701.0,196.226
LVA,2011,11988196196.0,15430778744.0,197.312
LVA,2012,12685521524.0,16082387658.0,205.473
LVA,2013,13324704654.0,16778948555.0,213.61
LVA,2014,13782781935.396,17127924107.815,210.867
LVA,2015,11649939894.566,14095807354.84,211.789
LVA,2016,11607295065.319,13736506776.631,215.268
LVA,2017,13189947231.041,16053149440.461,205.157
LVA,2018,15064999864.072,18612965523.027,208.876
LVA,2019,14447101696.605,17767574788.627,217.606
LVA,2020,15196527243.77,17315082294.263,202.586
LVA,2021,19458821916.273,23085527945.038,209.641
LVA,2022,22494202398.607,27901013028.901,209.289
LVA,2023,20594420290.851,25307969751.439,206.964
MAC,2013,831631092.746,10230703550.648,45.8
MAC,2014,938149443.955,11308563273.185,61.0
MAC,2015,1339012620.0,10602579550.0,62.9
MAC,2016,1256603099.0,8924463347.0,53.5
MAR,2004,9870178797.041,17759209490.185,116.24
MAR,2014,23815815609.0,46191742594.0,2569.89
MAR,2022,42183470726.353,72577705679.007,2495.571
MDA,2000,471534737.0,776993793.0,210.442
MDA,2001,568126635.0,892475652.0,208.33
MDA,2002,643905065.0,1038367696.0,217.423
MDA,2003,790296669.0,1402442035.0,217.735
MDA,2004,985173195.0,1768533736.0,236.702
MDA,2005,1091254570.0,2292292371.0,235.69
MDA,2006,1051600710.0,2693162630.0,228.654
MDA,2007,1341797788.0,3689868312.0,233.769
MDA,2008,1591416136.0,4898762524.0,246.148
MDA,2009,1282980994.0,3278270205.0,228.312
MDA,2010,1541486761.0,3855288845.0,213.278
MDA,2011,2216814952.0,5191271351.0,219.995
MDA,2012,2161879421.0,5212928364.0,221.086
MDA,2013,2428303313.0,5492393273.0,207.461
MDA,2014,2339529843.0,5316959167.0,170.718
MDA,2015,1966837314.0,3986820641.0,169.312
MDA,2016,2044538846.0,4020359283.0,162.904
MDA,2017,2425118752.0,4831414613.0,150.677
MDA,2018,2706818216.0,5764281783.0,154.104
MDA,2019,2779164783.0,5842487249.0,189.468
MDA,2020,2467106513.0,5415991179.0,180.455
MDA,2021,3144504817.0,7176764126.0,186.678
MDA,2022,4332145453.0,9218981583.0,194.084
MDA,2023,4048616803.0,8673671693.0,191.063
MDA,2024,3555062064.0,9065188186.0,178.727
MDG,2001,925821980.169,913103283.305,516.141
MDG,2012,1202142999.745,2483782352.949,785.07
MDG,2015,2133403308.279,2929328285.021,1015.933
MDG,2022,3721456240.905,5612685071.515,1170.305
MDV,2009,76665464.0,966136180.0,15.433
MDV,2014,144839922.0,1992748786.0,46.739
MDV,2016,139592790.0,2127968569.0,26.131
MDV,2019,158015478.22,2887030894.364,31.052
MEX,2002,160750540171.0,168650540779.0,11598.316
MEX,2003,164906508836.0,170545787086.0,11693.024
MEX,2004,187980442491.0,196808374762.0,12003.08
MEX,2005,214207305610.0,221818979783.0,9816.401
MEX,2006,249960545529.0,256085920260.0,10181.7
MEX,2007,271821215424.0,281926513230.0,10382.372
MEX,2008,291264808810.0,308583119940.0,10321.706
MEX,2009,229712337305.0,234384531886.0,9983.676
MEX,2010,298305075136.0,301481733926.0,10389.77
MEX,2011,349326581717.0,350842805606.0,10458.597
MEX,2012,370706658359.0,370751407489.0,10715.387
MEX,2013,379949273136.0,381210149461.0,10999.222
MEX,2014,396890473226.0,399984248389.0,11265.229
MEX,2015,380556088682.0,395253856855.0,11690.79
MEX,2016,373953613840.0,387087412856.0,12158.699
MEX,2017,409396272990.0,420394590810.0,12522.445
MEX,2018,450683646625.0,464294259444.0,12940.042
MEX,2019,460603695808.0,455235784381.0,13099.109
MEX,2020,416982170486.0,382979895758.0,12005.911
MEX,2021,494460765005.0,505715615701.0,12793.004
MEX,2022,577730713416.0,604614616109.0,14071.736
MEX,2023,592997234309.0,598475394782.0,14491.937
MEX,2024,618982287354.0,625874238473.0,14413.185
MKD,2006,2415160679.93,3752241416.66,184.012
MKD,2007,3398268022.65,5280582757.37,184.758
MKD,2008,3990642204.86,6882652006.88,190.53
MKD,2009,2708486778.72,5072648626.1,185.891
MKD,2010,3351429173.89,5474483348.05,177.738
MKD,2011,4478313344.0,7027162087.0,192.578
MKD,2012,4015402908.0,6522387659.0,194.312
MKD,2013,4298765881.0,6619586359.0,206.259
MKD,2014,4964132180.0,7301343253.0,209.529
MKD,2015,4530076212.74,6426766740.56,214.668
MKD,2016,4852151437.17,6833595255.88,219.014
MKD,2017,5682803081.19,7730126780.69,225.581
MKD,2018,6906336855.13,9051677474.06,236.948
MKD,2019,7195140900.687,9445513386.92,247.902
MKD,2020,6633215704.077,8709069348.92,244.529
MKD,2021,8186314637.628,11389533968.13,243.923
MKD,2022,8729355719.18,12755183886.6,209.043
MKD,2023,8994857556.835,12052389309.404,212.347
MKD,2024,8423004910.85,11966612317.34,212.289
MLI,2016,2847593565.0,3845404761.0,366.634
MLI,2017,1902730073.414,4336565281.651,495.345
MLI,2018,3633806900.487,4619314071.227,455.535
MLT,2000,2442762625.0,3399959136.0,46.826
MLT,2001,1758218235.0,2725032393.0,45.609
MLT,2002,2126266232.0,2839178669.0,46.983
MLT,2003,2466970737.0,3402368654.0,44.47
MLT,2004,2631727830.0,4153374583.0,43.008
MLT,2005,2430591661.0,3865229252.0,44.581
MLT,2006,2847260492.0,4395512725.0,42.838
MLT,2007,3158339102.0,4947024161.0,40.893
MLT,2008,3028516490.0,5140832421.0,40.54
MLT,2009,2280269219.0,4034116625.0,39.9
MLT,2010,3716753993.0,5732174585.0,41.492
MLT,2011,5278693591.0,7395938428.0,40.85
MLT,2012,5646270198.0,7896220752.0,38.392
MLT,2013,5206239197.0,7525360716.0,39.164
MLT,2014,4970788422.0,8445208701.0,39.415
MLT,2015,3915447978.0,6788000921.0,39.645
MLT,2016,4038642974.0,7181978806.0,41.326
MLT,2017,4077731851.862,6827870815.655,43.635
MLT,2018,3868514079.301,7204023522.916,44.383
MLT,2019,4142922134.691,8211008645.136,48.636
MLT,2020,2831908163.132,5736087959.209,47.853
MLT,2021,3066831630.829,7140682683.534,48.484
MLT,2022,3257370045.587,8562553654.723,48.59
MLT,2023,3466576103.437,8390918749.579,54.475
MMR,2015,11431792163.645,16913265487.743,3638.22
MMR,2017,13877953288.756,19253455113.512,3496.696
MMR,2018,16702158762.006,19355065822.857,3893.997
MMR,2019,18117605305.497,18611011075.685,3733.526
MMR,2020,16949755291.155,17968640960.94,4138.044
MNE,2011,627531806.0,2544044492.0,37.198
MNE,2012,468788331.0,2336353472.0,35.028
MNE,2013,494375744.0,2348872515.0,35.897
MNE,2014,440658741.0,2366751420.0,37.976
MNE,2015,353079512.0,2050169682.0,38.717
MNE,2016,355060373.935,2282529249.928,39.157
MNE,2017,420870887.949,2610535972.025,39.172
MNE,2018,465997357.543,3002864021.668,44.87
MNE,2019,463202279.009,2908435630.995,47.327
MNE,2020,409845585.515,2394119591.813,40.436
MNE,2021,515916303.811,2945526101.317,35.984
MNE,2022,736364127.167,3722463179.729,47.84
MNE,2023,722520232.811,4116052842.255,51.3
MNG,2000,535600146.0,614507473.0,80.582
MNG,2003,615867136.0,801010994.0,102.864
MNG,2006,1542321443.0,1485599162.0,122.997
MNG,2013,4269055846.0,6357821461.0,225.346
MNG,2014,5774330896.0,5131455440.0,230.141
MNG,2015,4669280457.0,3796591418.0,233.542
MNG,2016,4916326458.0,3339603834.0,217.983
MNG,2017,6200592951.84,4337319902.0,238.005
MNG,2018,7011757684.815,5874787944.65,258.264
MNG,2019,7619753899.961,6127355631.501,254.376
MNG,2020,7576310834.79,5298770903.27,251.508
MNG,2021,9241123149.94,6844468531.87,267.882
MNG,2022,12557706706.273,8746806465.985,299.818
MOZ,2015,3230743671.51,7907621609.04,760.843
MOZ,2022,8298873676.929,14670984876.563,777.074
MSR,2020,5713781.631,30657297.567,0.35
MUS,2001,1588614446.0,1994806239.0,165.78
MUS,2002,1755597246.0,2168970329.0,171.95
MUS,2003,1880801862.0,2389800269.0,172.548
MUS,2004,2004667777.0,2777440319.0,163.027
MUS,2005,2143866231.0,3160116999.0,158.935
MUS,2006,2333369314.0,3643329747.0,155.195
MUS,2007,2228669209.0,3900897165.0,194.173
MUS,2008,2401466187.0,4669746930.0,155.504
MUS,2009,1765792104.0,3725099040.0,147.882
MUS,2010,1849522324.0,4402331731.0,145.447
MUS,2011,2255420859.0,5158618169.0,141.228
MUS,2012,2257737340.0,5772006384.0,141.976
MUS,2013,2341299219.0,5395450448.0,141.142
MUS,2014,2662998582.0,5607223157.0,139.756
MUS,2015,2481092714.0,4458341503.0,136.19
MUS,2016,2197276402.021,4654466054.586,141.077
MUS,2017,2102621814.416,5269484338.359,134.3
MUS,2018,1987672862.854,5669326922.201,130.918
MUS,2019,1876368427.055,5601184454.52,131.803
MUS,2021,1671760288.267,5147263213.227,107.028
MUS,2022,1880596453.971,6617246882.975,118.446
MUS,2023,1854239181.84,6281534269.694,117.39
MWI,2013,1200442250.254,2836301798.202,424.904
MYS,2000,98229725796.0,81957250044.0,2347.1
MYS,2009,157194831522.0,123575279300.0,2943.8
MYS,2010,198790690678.0,164586273423.0,3266.2
MYS,2011,226992681985.0,187573009395.0,3591.9
MYS,2012,227449499544.0,196196618679.0,3662.1
MYS,2013,228316107468.0,205813524818.0,3841.0
MYS,2014,234134976857.0,208823428627.0,3881.7
NAM,2010,5848291950.0,5979722908.0,75.717
NAM,2012,5376995496.0,7132032336.0,86.396
NAM,2013,6337215726.0,7574548144.0,97.894
NAM,2014,5983840058.0,8530994350.0,104.531
NAM,2016,4815846406.0,6721043529.0,127.941
NAM,2018,7488296000.257,8288940141.342,117.228
NER,2017,870873197.308,1733758071.661,515.773
NER,2019,695923142.193,2772506090.25,598.952
NER,2022,423349061.682,3778999578.406,862.329
NGA,2011,125641031180.0,63971541901.0,5387.466
NGA,2013,90554484841.0,44598201120.0,6752.514
NGA,2019,53617812190.3,47369076912.28,9021.08
NIC,2001,532239546.0,1773378962.0,336.581
NIC,2012,4550646986.0,6029659805.0,477.62
NIC,2014,4973501433.0,5746417782.0,466.016
NLD,2000,213424403533.0,198926887688.0,1588.675
NLD,2001,216157868852.0,195562207699.0,1643.903
NLD,2002,219820522373.0,194114787502.0,1554.433
NLD,2003,264796481554.0,233996688734.0,1562.179
NLD,2004,318040302606.0,284014019358.0,1548.68
NLD,2005,349813022655.0,310591343869.0,1567.611
NLD,2006,400685883216.0,358509533502.0,1560.859
NLD,2007,477640553546.0,421367715819.0,1562.171
NLD,2008,545853405260.0,494936571084.0,1511.594
NLD,2009,431502452471.0,382190421771.0,1405.869
NLD,2010,492645871626.0,439986633027.0,1323.446
NLD,2011,569357970939.976,507677196141.119,1247.498
NLD,2012,552501890951.398,500607515940.047,1317.714
NLD,2013,575111978707.557,513062602721.494,1279.207
NLD,2014,575677265459.16,508158046822.345,1224.959
NLD,2015,464697216473.282,412644303638.533,1271.698
NLD,2016,468176328141.088,408052965790.39,1255.259
NLD,2017,527907822349.286,461902678720.285,1289.997
NLD,2018,587893084428.685,521035627912.044,1286.288
NLD,2019,576784455411.276,514857687783.7,1291.961
NLD,2020,551352792281.894,484088530592.55,1267.309
NLD,2021,696873257184.973,623369106865.866,1284.16
NLD,2022,768259269680.812,710771871927.832,1343.335
NLD,2023,741804035403.598,664131323714.262,1377.427
NOR,2000,60337044459.425,34488737279.33,494.419
NOR,2001,59219407248.087,32945298559.099,494.65
NOR,2002,59624111556.244,34850058738.313,496.563
NOR,2003,67913165672.413,39835251036.532,490.193
NOR,2004,82399847439.155,48424744879.405,472.29
NOR,2005,103804221826.355,55515134903.448,475.777
NOR,2006,122080570475.51,64202850963.801,496.937
NOR,2007,135689374729.873,79997445931.608,510.768
NOR,2008,168998885248.884,89447037085.503,528.627
NOR,2009,116295912633.72,68438314135.292,501.925
NOR,2010,130656792431.0,77330164615.0,505.403
NOR,2011,160409821472.0,90783500924.0,507.273
NOR,2012,160952207393.0,87307781576.0,526.175
NOR,2013,155350552822.0,89807226946.0,522.297
NOR,2014,144611289843.0,89439400931.0,538.317
NOR,2015,103785482320.364,76399025807.725,526.636
NOR,2016,89628326847.0,72809787770.0,512.962
NOR,2017,101976020159.699,85525862977.282,518.231
NOR,2018,123040316872.776,87434996146.272,511.312
NOR,2019,104029881468.011,86144982447.514,534.148
NOR,2020,82748920957.746,81623755550.345,530.51
NOR,2021,173813766175.705,99253694485.113,526.434
NOR,2022,276926311861.954,107197454805.448,541.974
NOR,2023,176896550418.728,96667095950.094,538.629
NPL,2017,740742914.416,10037840171.907,2184.699
OMN,2020,33479358823.008,28507455998.698,727.29
OMN,2021,44590926520.592,30994759150.453,710.085
PAK,2005,16050200728.0,25096575301.0,5689.343
PAK,2006,16932873212.0,29825753514.0,7472.848
PAK,2007,17838406583.0,32593936069.0,6229.405
PAK,2008,20279045864.0,42326567149.0,8038.035
PAK,2009,17554698477.0,31583717824.0,10116.974
PAK,2010,21413102681.0,37537025236.0,10578.651
PAK,2011,25343768655.0,43578259220.0,11184.937
PAK,2012,24613675622.0,43813262458.0,7638.077
PAK,2013,25120883202.0,43775183185.0,12302.794
PAK,2014,24722182145.0,47544888942.0,12429.473
PAK,2015,22089018057.0,43989644709.0,13277.481
PAK,2016,20533792833.0,46998269105.0,13952.537
PAK,2018,23630892979.71,60162862445.525,14941.746
PAK,2019,23748680252.551,50063059560.226,14363.932
PAK,2021,28795179085.962,72891644100.617,15677.022
PAN,2003,804989676.0,3120980389.0,164.788
PAN,2008,9816620377.0,15736508943.0,264.56
PAN,2009,10716686967.0,13876550265.0,276.25
PAN,2010,10986602587.0,16737103355.0,272.255
PAN,2011,15895615039.0,23381758781.0,288.218
PAN,2012,16765633311.0,27208555218.0,295.028
PAN,2013,15575568825.0,25708846669.0,336.699
PAN,2014,13777171945.0,24771140827.0,340.37
PAN,2015,12043377104.0,22503479723.0,324.461
PAN,2016,10843210513.0,20926278918.0,325.672
PAN,2017,11091556992.0,21917361577.0,331.245
PAN,2018,11480107616.0,22974913294.0,350.418
PAN,2019,10478059526.0,21484233253.0,340.142
PAN,2020,8658798915.0,14716521688.0,301.138
PAN,2021,3781922651.0,13312799623.0,293.25
PAN,2022,3652153568.0,15224036569.0,162.038
PAN,2023,3366820480.0,14520871959.0,338.29
PAN,2024,1158357714.0,13986979422.0,327.402
PER,2000,6322421097.0,7414903057.0,1641.695
PER,2001,6825610607.0,7315939125.0,1766.28
PER,2002,7665213522.0,7493004117.0,1763.118
PER,2003,9026639026.0,8414051393.0,1724.84
PER,2004,12726496792.0,10101027450.0,1983.866
PER,2005,17114288769.0,12501829885.0,1973.477
PER,2006,23764896761.0,15311558831.0,2143.565
PER,2007,28084585255.0,20368278180.0,2469.77
PER,2008,31288211596.0,29952802806.0,2564.86
PER,2009,26738259539.0,21813514041.0,2634.253
PER,2010,38402212725.3,36252642200.16,2775.566
PER,2011,46386021919.4,37891035250.21,2772.219
PER,2012,52436073303.41,58795680784.546,2946.699
PER,2013,48114378766.99,60574877030.49,2978.44
PER,2014,38645855012.3,42177197900.894,2917.783
PER,2015,37278004119.33,49155719392.77,2942.643
PER,2016,36309958803.5,36147726687.666,2927.075
PER,2017,44237949422.71,39763913902.3,2859.054
PER,2018,48015148375.34,43142519807.172,2894.809
PER,2019,46131564759.4,42376434141.489,2935.975
PER,2020,38757234044.11,36064030332.602,2498.23
PER,2021,56260115202.756,51177707721.21,3010.807
PER,2022,58172421866.18,60246353945.637,2958.502
PER,2023,64355040435.0,52163918741.49,2879.787
PHL,2012,51995223994.0,65349780522.0,5743.094
PHL,2013,56697802975.0,65705431237.0,5936.905
PHL,2014,61809755230.0,67718868519.0,6070.085
PHL,2015,58648083080.0,70153466327.0,6337.248
PHL,2016,56312747948.0,85908572116.0,7159.489
PHL,2017,68712611186.0,101889431966.0,7370.042
PHL,2018,67487668298.0,115038016454.94,7846.222
PHL,2019,70926674490.0,117247264757.0,8110.727
PHL,2020,65214435072.0,95066801050.0,7206.306
PHL,2021,74619528755.0,124390447217.0,7745.66
PHL,2022,78928518085.0,145880017845.0,8454.366
PLW,2014,11400373.0,164988625.0,0.638
POL,2000,30955677000.0,48127384000.0,4481.052
POL,2001,35367141000.0,49447434000.0,12538.649
